id,numero,voie,cp,ville,source,y,x
751010063U-1,1,Rue Adolphe Jullien,75001,Paris,C+O,48.862433,2.342365
751010063U-2,2,Rue Adolphe Jullien,75001,Paris,C+O,48.863128,2.342182
751010191H-10,10,Rue d'Alger,75001,Paris,OSM,48.865297,2.329851
751010191H-11,11,Rue d'Alger,75001,Paris,OSM,48.865571,2.329904
751010191H-1,1,Rue d'Alger,75001,Paris,OSM,48.864947,2.329438
751010191H-12,12,Rue d'Alger,75001,Paris,OSM,48.865418,2.329941
751010191H-13,13,Rue d'Alger,75001,Paris,OSM,48.865718,2.330012
751010191H-14,14,Rue d'Alger,75001,Paris,OSM,48.865546,2.330037
751010191H-16,16,Rue d'Alger,75001,Paris,OSM,48.865664,2.330124
751010191H-2,2,Rue d'Alger,75001,Paris,OSM,48.864777,2.329465
751010191H-3,3,Rue d'Alger,75001,Paris,OSM,48.865051,2.329516
751010191H-4,4,Rue d'Alger,75001,Paris,OSM,48.864867,2.329532
751010191H-5,5,Rue d'Alger,75001,Paris,OSM,48.865209,2.329633
751010191H-6,6,Rue d'Alger,75001,Paris,OSM,48.865006,2.329634
751010191H-8,8,Rue d'Alger,75001,Paris,OSM,48.865154,2.329744
751010191H-9,9,Rue d'Alger,75001,Paris,OSM,48.865435,2.329803
751010284J-1,1,Rue de l'Amiral de Coligny,75001,Paris,C+O,48.860132,2.339629
751010284J-1A,1A,Rue de l'Amiral de Coligny,75001,Paris,C+O,48.860196,2.339282
751010284J-2,2,Rue de l'Amiral de Coligny,75001,Paris,OSM,48.859241,2.340189
751010284J-6,6,Rue de l'Amiral de Coligny,75001,Paris,C+O,48.860328,2.341136
751010284J-8,8,Rue de l'Amiral de Coligny,75001,Paris,C+O,48.860673,2.340931
751010330J-1,1,Place André Malraux,75001,Paris,OSM,48.863766,2.334702
751010330J-2,2,Place André Malraux,75001,Paris,OSM,48.863962,2.335736
751010330J-3,3,Place André Malraux,75001,Paris,OSM,48.863851,2.334808
751010330J-4,4,Place André Malraux,75001,Paris,OSM,48.864021,2.335481
751010330J-5,5,Place André Malraux,75001,Paris,OSM,48.863933,2.334907
751010407T-15,15,Rue de l'Arbre Sec,75001,Paris,OSM,48.859681,2.341896
751010407T-17,17,Rue de l'Arbre Sec,75001,Paris,OSM,48.859762,2.341982
751010407T-17B,17B,Rue de l'Arbre Sec,75001,Paris,OSM,48.859836,2.342013
751010407T-19,19,Rue de l'Arbre Sec,75001,Paris,OSM,48.859902,2.342041
751010407T-21,21,Rue de l'Arbre Sec,75001,Paris,OSM,48.860066,2.342111
751010407T-22,22,Rue de l'Arbre Sec,75001,Paris,OSM,48.859761,2.342153
751010407T-2,2,Rue de l'Arbre Sec,75001,Paris,OSM,48.859330,2.341972
751010407T-24,24,Rue de l'Arbre Sec,75001,Paris,OSM,48.859929,2.342173
751010407T-25,25,Rue de l'Arbre Sec,75001,Paris,OSM,48.860233,2.342182
751010407T-26,26,Rue de l'Arbre Sec,75001,Paris,OSM,48.859972,2.342193
751010407T-27,27,Rue de l'Arbre Sec,75001,Paris,OSM,48.860267,2.342197
751010407T-28,28,Rue de l'Arbre Sec,75001,Paris,OSM,48.860014,2.342215
751010407T-29,29,Rue de l'Arbre Sec,75001,Paris,OSM,48.860325,2.342171
751010407T-30,30,Rue de l'Arbre Sec,75001,Paris,OSM,48.860052,2.342235
751010407T-32,32,Rue de l'Arbre Sec,75001,Paris,OSM,48.860093,2.342256
751010407T-33,33,Rue de l'Arbre Sec,75001,Paris,OSM,48.860626,2.342313
751010407T-34,34,Rue de l'Arbre Sec,75001,Paris,OSM,48.860125,2.342273
751010407T-35,35,Rue de l'Arbre Sec,75001,Paris,OSM,48.860789,2.342389
751010407T-36,36,Rue de l'Arbre Sec,75001,Paris,OSM,48.860199,2.342338
751010407T-37,37,Rue de l'Arbre Sec,75001,Paris,OSM,48.860859,2.342398
751010407T-39,39,Rue de l'Arbre Sec,75001,Paris,OSM,48.860988,2.342411
751010407T-41,41,Rue de l'Arbre Sec,75001,Paris,OSM,48.861036,2.342417
751010407T-43,43,Rue de l'Arbre Sec,75001,Paris,OSM,48.861132,2.342413
751010407T-44,44,Rue de l'Arbre Sec,75001,Paris,OSM,48.860584,2.342487
751010407T-45,45,Rue de l'Arbre Sec,75001,Paris,OSM,48.861179,2.342416
751010407T-46,46,Rue de l'Arbre Sec,75001,Paris,OSM,48.860666,2.342521
751010407T-47,47,Rue de l'Arbre Sec,75001,Paris,OSM,48.861224,2.342418
751010407T-48,48,Rue de l'Arbre Sec,75001,Paris,OSM,48.860760,2.342550
751010407T-49,49,Rue de l'Arbre Sec,75001,Paris,OSM,48.861282,2.342413
751010407T-50,50,Rue de l'Arbre Sec,75001,Paris,OSM,48.860835,2.342569
751010407T-51,51,Rue de l'Arbre Sec,75001,Paris,OSM,48.861331,2.342403
751010407T-52,52,Rue de l'Arbre Sec,75001,Paris,OSM,48.860934,2.342580
751010407T-53,53,Rue de l'Arbre Sec,75001,Paris,OSM,48.861379,2.342402
751010407T-54,54,Rue de l'Arbre Sec,75001,Paris,OSM,48.861035,2.342587
751010407T-56,56,Rue de l'Arbre Sec,75001,Paris,OSM,48.861100,2.342588
751010407T-58,58,Rue de l'Arbre Sec,75001,Paris,OSM,48.861137,2.342587
751010407T-60,60,Rue de l'Arbre Sec,75001,Paris,OSM,48.861179,2.342593
751010407T-62,62,Rue de l'Arbre Sec,75001,Paris,OSM,48.861217,2.342592
751010407T-64,64,Rue de l'Arbre Sec,75001,Paris,OSM,48.861269,2.342608
751010407T-66,66,Rue de l'Arbre Sec,75001,Paris,OSM,48.861313,2.342609
751010407T-7,7,Rue de l'Arbre Sec,75001,Paris,C+O,48.859335,2.341814
751010407T-8,8,Rue de l'Arbre Sec,75001,Paris,C+O,48.859416,2.341849
751010407T-9,9,Rue de l'Arbre Sec,75001,Paris,C+O,48.859499,2.341869
751010433W-10,10,Rue d'Argenteuil,75001,Paris,OSM,48.865080,2.334003
751010433W-11,11,Rue d'Argenteuil,75001,Paris,OSM,48.864888,2.333835
751010433W-1,1,Rue d'Argenteuil,75001,Paris,OSM,48.864145,2.334212
751010433W-12,12,Rue d'Argenteuil,75001,Paris,OSM,48.865208,2.334004
751010433W-13,13,Rue d'Argenteuil,75001,Paris,OSM,48.865071,2.333838
751010433W-14,14,Rue d'Argenteuil,75001,Paris,OSM,48.865324,2.333960
751010433W-14B,14BIS,Rue d'Argenteuil,75001,Paris,C+O,48.865443,2.333907
751010433W-15,15,Rue d'Argenteuil,75001,Paris,OSM,48.865268,2.333817
751010433W-16,16,Rue d'Argenteuil,75001,Paris,OSM,48.865557,2.333807
751010433W-18,18,Rue d'Argenteuil,75001,Paris,OSM,48.865672,2.333734
751010433W-19,19,Rue d'Argenteuil,75001,Paris,OSM,48.865879,2.333431
751010433W-1B,1B,Rue d'Argenteuil,75001,Paris,OSM,48.864274,2.334119
751010433W-20,20,Rue d'Argenteuil,75001,Paris,OSM,48.866132,2.333463
751010433W-21,21,Rue d'Argenteuil,75001,Paris,OSM,48.865975,2.333377
751010433W-22,22,Rue d'Argenteuil,75001,Paris,OSM,48.866241,2.333401
751010433W-2,2,Rue d'Argenteuil,75001,Paris,OSM,48.864337,2.334255
751010433W-23,23,Rue d'Argenteuil,75001,Paris,OSM,48.866063,2.333328
751010433W-24,24,Rue d'Argenteuil,75001,Paris,OSM,48.866367,2.333330
751010433W-25,25,Rue d'Argenteuil,75001,Paris,OSM,48.866141,2.333284
751010433W-25B,25B,Rue d'Argenteuil,75001,Paris,OSM,48.866215,2.333241
751010433W-26,26,Rue d'Argenteuil,75001,Paris,OSM,48.866465,2.333274
751010433W-27,27,Rue d'Argenteuil,75001,Paris,OSM,48.866293,2.333213
751010433W-28,28,Rue d'Argenteuil,75001,Paris,OSM,48.866572,2.333213
751010433W-29,29,Rue d'Argenteuil,75001,Paris,OSM,48.866348,2.333185
751010433W-31,31,Rue d'Argenteuil,75001,Paris,OSM,48.866452,2.333130
751010433W-33,33,Rue d'Argenteuil,75001,Paris,OSM,48.866495,2.333105
751010433W-3,3,Rue d'Argenteuil,75001,Paris,OSM,48.864365,2.334053
751010433W-4,4,Rue d'Argenteuil,75001,Paris,OSM,48.864501,2.334137
751010433W-5,5,Rue d'Argenteuil,75001,Paris,OSM,48.864453,2.333989
751010433W-6,6,Rue d'Argenteuil,75001,Paris,OSM,48.864771,2.333999
751010433W-7,7,Rue d'Argenteuil,75001,Paris,OSM,48.864567,2.333908
751010433W-8,8,Rue d'Argenteuil,75001,Paris,OSM,48.864951,2.334001
751010433W-9,9,Rue d'Argenteuil,75001,Paris,OSM,48.864684,2.333834
751010630K-10,10,Rue Baillet,75001,Paris,OSM,48.859857,2.342264
751010630K-1,1,Rue Baillet,75001,Paris,OSM,48.859701,2.342944
751010630K-12,12,Rue Baillet,75001,Paris,OSM,48.859870,2.342183
751010630K-2,2,Rue Baillet,75001,Paris,OSM,48.859757,2.342936
751010630K-4,4,Rue Baillet,75001,Paris,OSM,48.859793,2.342692
751010630K-6,6,Rue Baillet,75001,Paris,OSM,48.859809,2.342583
751010630K-7,7,Rue Baillet,75001,Paris,OSM,48.859764,2.342547
751010630K-8,8,Rue Baillet,75001,Paris,OSM,48.859840,2.342376
751010632M-10,10,Rue Bailleul,75001,Paris,OSM,48.861042,2.341545
751010632M-10B,10B,Rue Bailleul,75001,Paris,OSM,48.861070,2.341373
751010632M-11,11,Rue Bailleul,75001,Paris,OSM,48.861004,2.341451
751010632M-1,1,Rue Bailleul,75001,Paris,OSM,48.860905,2.342337
751010632M-12,12,Rue Bailleul,75001,Paris,OSM,48.861143,2.341161
751010632M-13,13,Rue Bailleul,75001,Paris,OSM,48.861044,2.341195
751010632M-2,2,Rue Bailleul,75001,Paris,OSM,48.860949,2.342316
751010632M-3,3,Rue Bailleul,75001,Paris,OSM,48.860917,2.342156
751010632M-4,4,Rue Bailleul,75001,Paris,OSM,48.860960,2.342151
751010632M-5,5,Rue Bailleul,75001,Paris,OSM,48.860932,2.341960
751010632M-6,6,Rue Bailleul,75001,Paris,OSM,48.860975,2.341977
751010632M-7,7,Rue Bailleul,75001,Paris,OSM,48.860959,2.341766
751010632M-8,8,Rue Bailleul,75001,Paris,OSM,48.861014,2.341720
751010632M-9,9,Rue Bailleul,75001,Paris,OSM,48.860979,2.341612
751010773R-100,100,Galerie de Beaujolais,75001,Paris,C+O,48.865902,2.338761
751010773R-79,79,Galerie de Beaujolais,75001,Paris,C+O,48.866108,2.337860
751010773R-80,80,Galerie de Beaujolais,75001,Paris,C+O,48.866105,2.337912
751010773R-81,81,Galerie de Beaujolais,75001,Paris,C+O,48.866095,2.337953
751010773R-82,82,Galerie de Beaujolais,75001,Paris,C+O,48.866086,2.337981
751010773R-83,83,Galerie de Beaujolais,75001,Paris,C+O,48.866075,2.338037
751010773R-84,84,Galerie de Beaujolais,75001,Paris,C+O,48.866065,2.338077
751010773R-85,85,Galerie de Beaujolais,75001,Paris,C+O,48.866057,2.338110
751010773R-86,86,Galerie de Beaujolais,75001,Paris,C+O,48.866046,2.338159
751010773R-87,87,Galerie de Beaujolais,75001,Paris,C+O,48.866037,2.338199
751010773R-88,88,Galerie de Beaujolais,75001,Paris,C+O,48.866027,2.338239
751010773R-89,89,Galerie de Beaujolais,75001,Paris,C+O,48.866017,2.338279
751010773R-90,90,Galerie de Beaujolais,75001,Paris,C+O,48.866008,2.338319
751010773R-91,91,Galerie de Beaujolais,75001,Paris,C+O,48.865998,2.338359
751010773R-92,92,Galerie de Beaujolais,75001,Paris,C+O,48.865989,2.338389
751010773R-93,93,Galerie de Beaujolais,75001,Paris,C+O,48.865980,2.338439
751010773R-94,94,Galerie de Beaujolais,75001,Paris,C+O,48.865971,2.338474
751010773R-95,95,Galerie de Beaujolais,75001,Paris,C+O,48.865957,2.338526
751010773R-96,96,Galerie de Beaujolais,75001,Paris,C+O,48.865950,2.338564
751010773R-97,97,Galerie de Beaujolais,75001,Paris,C+O,48.865940,2.338604
751010773R-98,98,Galerie de Beaujolais,75001,Paris,C+O,48.865930,2.338644
751010773R-99,99,Galerie de Beaujolais,75001,Paris,C+O,48.865918,2.338695
751010775T-1,1,Péristyle de Beaujolais,75001,Paris,C+O,48.865950,2.338826
751010775T-2,2,Péristyle de Beaujolais,75001,Paris,C+O,48.865938,2.338972
751010776U-10,10,Rue de Beaujolais,75001,Paris,OSM,48.866105,2.338839
751010776U-11,11,Rue de Beaujolais,75001,Paris,OSM,48.866124,2.338404
751010776U-11B,11B,Rue de Beaujolais,75001,Paris,OSM,48.866150,2.338295
751010776U-1,1,Rue de Beaujolais,75001,Paris,OSM,48.865953,2.339116
751010776U-12,12,Rue de Beaujolais,75001,Paris,OSM,48.866128,2.338741
751010776U-14,14,Rue de Beaujolais,75001,Paris,OSM,48.866143,2.338675
751010776U-15,15,Rue de Beaujolais,75001,Paris,OSM,48.866187,2.338137
751010776U-16,16,Rue de Beaujolais,75001,Paris,OSM,48.866205,2.338419
751010776U-17,17,Rue de Beaujolais,75001,Paris,OSM,48.866217,2.338015
751010776U-18,18,Rue de Beaujolais,75001,Paris,OSM,48.866247,2.338237
751010776U-19,19,Rue de Beaujolais,75001,Paris,C+O,48.866252,2.337849
751010776U-20,20,Rue de Beaujolais,75001,Paris,OSM,48.866297,2.338023
751010776U-21,21,Rue de Beaujolais,75001,Paris,OSM,48.866292,2.337697
751010776U-22,22,Rue de Beaujolais,75001,Paris,OSM,48.866330,2.337878
751010776U-2,2,Rue de Beaujolais,75001,Paris,OSM,48.866022,2.339197
751010776U-24,24,Rue de Beaujolais,75001,Paris,OSM,48.866363,2.337736
751010776U-26,26,Rue de Beaujolais,75001,Paris,OSM,48.866392,2.337613
751010776U-3,3,Rue de Beaujolais,75001,Paris,OSM,48.865989,2.338967
751010776U-4,4,Rue de Beaujolais,75001,Paris,OSM,48.866044,2.339105
751010776U-5,5,Rue de Beaujolais,75001,Paris,OSM,48.866033,2.338780
751010776U-6,6,Rue de Beaujolais,75001,Paris,OSM,48.866066,2.339009
751010776U-7,7,Rue de Beaujolais,75001,Paris,OSM,48.866060,2.338669
751010776U-8,8,Rue de Beaujolais,75001,Paris,OSM,48.866088,2.338915
751010776U-9,9,Rue de Beaujolais,75001,Paris,OSM,48.866096,2.338518
751010885M-10,10,Rue Berger,75001,Paris,OSM,48.860943,2.348297
751010885M-1,1,Rue Berger,75001,Paris,OSM,48.860575,2.349071
751010885M-12,12,Rue Berger,75001,Paris,OSM,48.860959,2.348227
751010885M-12/14,12/14,Rue Berger,75001,Paris,OSM,48.860997,2.348208
751010885M-14,14,Rue Berger,75001,Paris,OSM,48.860974,2.348162
751010885M-16,16,Rue Berger,75001,Paris,OSM,48.860990,2.348093
751010885M-18,18,Rue Berger,75001,Paris,OSM,48.861012,2.348000
751010885M-20,20,Rue Berger,75001,Paris,OSM,48.861034,2.347906
751010885M-2,2,Rue Berger,75001,Paris,OSM,48.860757,2.348970
751010885M-23,23,Rue Berger,75001,Paris,C+O,48.861105,2.346914
751010885M-29,29,Rue Berger,75001,Paris,OSM,48.861614,2.344636
751010885M-31,31,Rue Berger,75001,Paris,OSM,48.861657,2.344451
751010885M-32,32,Rue Berger,75001,Paris,C+O,48.861776,2.344773
751010885M-33,33,Rue Berger,75001,Paris,OSM,48.861745,2.344071
751010885M-3,3,Rue Berger,75001,Paris,OSM,48.860592,2.349008
751010885M-35,35,Rue Berger,75001,Paris,OSM,48.861800,2.343833
751010885M-37,37,Rue Berger,75001,Paris,OSM,48.861854,2.343599
751010885M-39,39,Rue Berger,75001,Paris,OSM,48.861929,2.343295
751010885M-41,41,Rue Berger,75001,Paris,OSM,48.861978,2.343064
751010885M-43,43,Rue Berger,75001,Paris,OSM,48.862023,2.342876
751010885M-43B,43B,Rue Berger,75001,Paris,OSM,48.862034,2.342827
751010885M-44,44,Rue Berger,75001,Paris,OSM,48.862353,2.342279
751010885M-4,4,Rue Berger,75001,Paris,OSM,48.860898,2.348491
751010885M-45,45,Rue Berger,75001,Paris,OSM,48.862062,2.342728
751010885M-46,46,Rue Berger,75001,Paris,OSM,48.862396,2.342091
751010885M-47,47,Rue Berger,75001,Paris,OSM,48.862130,2.342411
751010885M-48,48,Rue Berger,75001,Paris,OSM,48.862439,2.341909
751010885M-49,49,Rue Berger,75001,Paris,OSM,48.862195,2.342129
751010885M-51,51,Rue Berger,75001,Paris,OSM,48.862258,2.341855
751010885M-5,5,Rue Berger,75001,Paris,OSM,48.860607,2.348952
751010885M-6,6,Rue Berger,75001,Paris,OSM,48.860913,2.348421
751010885M-7,7,Rue Berger,75001,Paris,OSM,48.860619,2.348908
751010885M-8,8,Rue Berger,75001,Paris,OSM,48.860928,2.348358
751010885M-9,9,Rue Berger,75001,Paris,OSM,48.860639,2.348833
751010920A-10,10,Rue Bertin Poirée,75001,Paris,OSM,48.858603,2.344822
751010920A-11,11,Rue Bertin Poirée,75001,Paris,OSM,48.858849,2.344788
751010920A-1,1,Rue Bertin Poirée,75001,Paris,OSM,48.858171,2.344418
751010920A-12,12,Rue Bertin Poirée,75001,Paris,OSM,48.858701,2.344870
751010920A-13,13,Rue Bertin Poirée,75001,Paris,OSM,48.858956,2.344849
751010920A-14,14,Rue Bertin Poirée,75001,Paris,OSM,48.858808,2.344923
751010920A-15,15,Rue Bertin Poirée,75001,Paris,OSM,48.859075,2.344910
751010920A-16,16,Rue Bertin Poirée,75001,Paris,OSM,48.859069,2.345049
751010920A-17,17,Rue Bertin Poirée,75001,Paris,OSM,48.859230,2.344980
751010920A-19,19,Rue Bertin Poirée,75001,Paris,OSM,48.859354,2.345044
751010920A-20,20,Rue Bertin Poirée,75001,Paris,OSM,48.859333,2.345177
751010920A-2,2,Rue Bertin Poirée,75001,Paris,OSM,48.858123,2.344592
751010920A-3,3,Rue Bertin Poirée,75001,Paris,OSM,48.858259,2.344472
751010920A-4,4,Rue Bertin Poirée,75001,Paris,OSM,48.858254,2.344673
751010920A-5,5,Rue Bertin Poirée,75001,Paris,OSM,48.858433,2.344616
751010920A-6,6,Rue Bertin Poirée,75001,Paris,OSM,48.858384,2.344713
751010920A-7,7,Rue Bertin Poirée,75001,Paris,OSM,48.858511,2.344649
751010920A-8,8,Rue Bertin Poirée,75001,Paris,OSM,48.858505,2.344773
751010920A-9,9,Rue Bertin Poirée,75001,Paris,OSM,48.858701,2.344722
751011105B-10,10,Rue des Bons Enfants,75001,Paris,OSM,48.862915,2.338405
751011105B-11,11,Rue des Bons Enfants,75001,Paris,OSM,48.863270,2.338468
751011105B-1,1,Rue des Bons Enfants,75001,Paris,OSM,48.862638,2.338121
751011105B-12,12,Rue des Bons Enfants,75001,Paris,OSM,48.862975,2.338439
751011105B-13,13,Rue des Bons Enfants,75001,Paris,OSM,48.863416,2.338551
751011105B-14,14,Rue des Bons Enfants,75001,Paris,OSM,48.863043,2.338477
751011105B-15,15,Rue des Bons Enfants,75001,Paris,OSM,48.863471,2.338589
751011105B-17,17,Rue des Bons Enfants,75001,Paris,OSM,48.863576,2.338645
751011105B-18,18,Rue des Bons Enfants,75001,Paris,OSM,48.863305,2.338586
751011105B-20,20,Rue des Bons Enfants,75001,Paris,OSM,48.863438,2.338662
751011105B-22,22,Rue des Bons Enfants,75001,Paris,OSM,48.863537,2.338717
751011105B-2,2,Rue des Bons Enfants,75001,Paris,OSM,48.862669,2.338225
751011105B-24,24,Rue des Bons Enfants,75001,Paris,OSM,48.863624,2.338766
751011105B-3,3,Rue des Bons Enfants,75001,Paris,OSM,48.862737,2.338175
751011105B-4,4,Rue des Bons Enfants,75001,Paris,OSM,48.862726,2.338266
751011105B-5,5,Rue des Bons Enfants,75001,Paris,OSM,48.862809,2.338214
751011105B-6,6,Rue des Bons Enfants,75001,Paris,C+O,48.862782,2.338320
751011105B-7,7,Rue des Bons Enfants,75001,Paris,OSM,48.862934,2.338282
751011105B-8,8,Rue des Bons Enfants,75001,Paris,OSM,48.862846,2.338366
751011105B-9,9,Rue des Bons Enfants,75001,Paris,OSM,48.863064,2.338352
751011131E-10,10,Rue Boucher,75001,Paris,OSM,48.859441,2.344387
751011131E-1,1,Rue Boucher,75001,Paris,OSM,48.859529,2.343917
751011131E-2,2,Rue Boucher,75001,Paris,OSM,48.859440,2.343768
751011131E-3,3,Rue Boucher,75001,Paris,OSM,48.859530,2.344077
751011131E-4,4,Rue Boucher,75001,Paris,OSM,48.859439,2.343871
751011131E-5,5,Rue Boucher,75001,Paris,OSM,48.859530,2.344268
751011131E-6,6,Rue Boucher,75001,Paris,OSM,48.859440,2.344032
751011131E-7,7,Rue Boucher,75001,Paris,OSM,48.859531,2.344442
751011131E-8,8,Rue Boucher,75001,Paris,OSM,48.859441,2.344235
751011178F-11,11,Rue du Bouloi,75001,Paris,C+O,48.863622,2.340715
751011178F-13,13,Rue du Bouloi,75001,Paris,C+O,48.863661,2.340793
751011178F-15,15,Rue du Bouloi,75001,Paris,C+O,48.863717,2.340905
751011178F-16,16,Rue du Bouloi,75001,Paris,OSM,48.863509,2.340752
751011178F-17,17,Rue du Bouloi,75001,Paris,C+O,48.863765,2.341006
751011178F-19,19,Rue du Bouloi,75001,Paris,C+O,48.863805,2.341079
751011178F-20,20,Rue du Bouloi,75001,Paris,OSM,48.863559,2.340854
751011178F-21,21,Rue du Bouloi,75001,Paris,C+O,48.863874,2.341221
751011178F-22,22,Rue du Bouloi,75001,Paris,OSM,48.863698,2.341130
751011178F-2,2,Rue du Bouloi,75001,Paris,OSM,48.863056,2.339815
751011178F-23,23,Rue du Bouloi,75001,Paris,C+O,48.863932,2.341338
751011178F-25,25,Rue du Bouloi,75001,Paris,C+O,48.863986,2.341445
751011178F-26,26,Rue du Bouloi,75001,Paris,C+O,48.863974,2.341638
751011178F-27,27,Rue du Bouloi,75001,Paris,C+O,48.864051,2.341575
751011178F-2B,2B,Rue du Bouloi,75001,Paris,OSM,48.863099,2.339904
751011178F-4,4,Rue du Bouloi,75001,Paris,OSM,48.863151,2.340013
751011178F-4B,4B,Rue du Bouloi,75001,Paris,OSM,48.863211,2.340138
751011178F-4T,4T,Rue du Bouloi,75001,Paris,OSM,48.863269,2.340260
751011178F-5,5,Rue du Bouloi,75001,Paris,C+O,48.863520,2.340487
751011178F-6,6,Rue du Bouloi,75001,Paris,OSM,48.863286,2.340387
751011178F-7,7,Rue du Bouloi,75001,Paris,C+O,48.863549,2.340537
751011178F-9,9,Rue du Bouloi,75001,Paris,C+O,48.863575,2.340596
751011192W-1,1,Impasse des Bourdonnais,75001,Paris,C+O,48.860439,2.345299
751011192W-2,2,Impasse des Bourdonnais,75001,Paris,C+O,48.860506,2.345280
751011192W-3,3,Impasse des Bourdonnais,75001,Paris,C+O,48.860505,2.345017
751011192W-4,4,Impasse des Bourdonnais,75001,Paris,C+O,48.860561,2.345007
751011192W-6,6,Impasse des Bourdonnais,75001,Paris,C+O,48.860568,2.344942
751011193X-10,10,Rue des Bourdonnais,75001,Paris,OSM,48.858795,2.343857
751011193X-11,11,Rue des Bourdonnais,75001,Paris,OSM,48.858861,2.343750
751011193X-1,1,Rue des Bourdonnais,75001,Paris,OSM,48.858449,2.343423
751011193X-12,12,Rue des Bourdonnais,75001,Paris,OSM,48.858886,2.343932
751011193X-13,13,Rue des Bourdonnais,75001,Paris,OSM,48.858955,2.343829
751011193X-14,14,Rue des Bourdonnais,75001,Paris,OSM,48.858977,2.344005
751011193X-15,15,Rue des Bourdonnais,75001,Paris,OSM,48.859042,2.343902
751011193X-16,16,Rue des Bourdonnais,75001,Paris,OSM,48.859067,2.344092
751011193X-17,17,Rue des Bourdonnais,75001,Paris,OSM,48.859130,2.343976
751011193X-18,18,Rue des Bourdonnais,75001,Paris,OSM,48.859126,2.344179
751011193X-19,19,Rue des Bourdonnais,75001,Paris,OSM,48.859183,2.344058
751011193X-20,20,Rue des Bourdonnais,75001,Paris,OSM,48.859184,2.344326
751011193X-21,21,Rue des Bourdonnais,75001,Paris,OSM,48.859249,2.344227
751011193X-22,22,Rue des Bourdonnais,75001,Paris,OSM,48.859321,2.344541
751011193X-2,2,Rue des Bourdonnais,75001,Paris,OSM,48.858389,2.343535
751011193X-24,24,Rue des Bourdonnais,75001,Paris,OSM,48.859394,2.344650
751011193X-26,26,Rue des Bourdonnais,75001,Paris,OSM,48.859475,2.344769
751011193X-27,27,Rue des Bourdonnais,75001,Paris,OSM,48.859798,2.344892
751011193X-30,30,Rue des Bourdonnais,75001,Paris,OSM,48.859888,2.345122
751011193X-31,31,Rue des Bourdonnais,75001,Paris,OSM,48.859962,2.345030
751011193X-32,32,Rue des Bourdonnais,75001,Paris,OSM,48.860017,2.345229
751011193X-33,33,Rue des Bourdonnais,75001,Paris,OSM,48.860077,2.345144
751011193X-33B,33B,Rue des Bourdonnais,75001,Paris,OSM,48.860135,2.345187
751011193X-3,3,Rue des Bourdonnais,75001,Paris,OSM,48.858530,2.343471
751011193X-34,34,Rue des Bourdonnais,75001,Paris,OSM,48.860211,2.345356
751011193X-35,35,Rue des Bourdonnais,75001,Paris,OSM,48.860230,2.345253
751011193X-36,36,Rue des Bourdonnais,75001,Paris,OSM,48.860398,2.345549
751011193X-37,37,Rue des Bourdonnais,75001,Paris,OSM,48.860355,2.345357
751011193X-38,38,Rue des Bourdonnais,75001,Paris,OSM,48.860545,2.345672
751011193X-39,39,Rue des Bourdonnais,75001,Paris,OSM,48.860529,2.345347
751011193X-41,41,Rue des Bourdonnais,75001,Paris,OSM,48.860561,2.345530
751011193X-43,43,Rue des Bourdonnais,75001,Paris,OSM,48.860629,2.345638
751011193X-4,4,Rue des Bourdonnais,75001,Paris,OSM,48.858501,2.343608
751011193X-5,5,Rue des Bourdonnais,75001,Paris,OSM,48.858611,2.343539
751011193X-7,7,Rue des Bourdonnais,75001,Paris,OSM,48.858690,2.343606
751011193X-8,8,Rue des Bourdonnais,75001,Paris,OSM,48.858696,2.343777
751011193X-9,9,Rue des Bourdonnais,75001,Paris,OSM,48.858775,2.343678
751011449A-10,10,Rue Cambon,75001,Paris,OSM,48.866987,2.325901
751011449A-1,1,Rue Cambon,75001,Paris,OSM,48.866271,2.325152
751011449A-12,12,Rue Cambon,75001,Paris,OSM,48.867116,2.326009
751011449A-13,13,Rue Cambon,75001,Paris,OSM,48.866942,2.325709
751011449A-14,14,Rue Cambon,75001,Paris,OSM,48.867226,2.326101
751011449A-16,16,Rue Cambon,75001,Paris,OSM,48.867325,2.326184
751011449A-18,18,Rue Cambon,75001,Paris,OSM,48.867543,2.326366
751011449A-19,19,Rue Cambon,75001,Paris,OSM,48.867595,2.326255
751011449A-20,20,Rue Cambon,75001,Paris,OSM,48.867656,2.326460
751011449A-21,21,Rue Cambon,75001,Paris,OSM,48.867731,2.326369
751011449A-22,22,Rue Cambon,75001,Paris,OSM,48.867772,2.326557
751011449A-2,2,Rue Cambon,75001,Paris,OSM,48.866156,2.325162
751011449A-23,23,Rue Cambon,75001,Paris,OSM,48.867829,2.326451
751011449A-24,24,Rue Cambon,75001,Paris,OSM,48.867896,2.326660
751011449A-24A,24A,Rue Cambon,75001,Paris,C+O,48.867754,2.326966
751011449A-25,25,Rue Cambon,75001,Paris,OSM,48.867901,2.326511
751011449A-26,26,Rue Cambon,75001,Paris,OSM,48.868017,2.326761
751011449A-27,27,Rue Cambon,75001,Paris,OSM,48.867974,2.326572
751011449A-28,28,Rue Cambon,75001,Paris,OSM,48.868116,2.326844
751011449A-29,29,Rue Cambon,75001,Paris,OSM,48.868058,2.326642
751011449A-30,30,Rue Cambon,75001,Paris,OSM,48.868329,2.327022
751011449A-31,31,Rue Cambon,75001,Paris,OSM,48.868147,2.326717
751011449A-33,33,Rue Cambon,75001,Paris,OSM,48.868264,2.326814
